avg_T51,avg_T106,avg_T107,avg_T227,avg_T108,size,coordx,coordy,Label_id,batch_label,batch_label_color
2.8613364696502686,1.8988122940063477,2.505228042602539,2.4916985034942627,2.7409141063690186,28.0,31.016836166381836,-39.61914825439453,104,4,#aec7e8
1.3086411952972412,2.173811912536621,0.04721715301275253,2.9467344284057617,-0.017457159236073494,11.0,17.506179809570312,-51.680049896240234,105,3,#1f77b4
3.2759780883789062,2.8511390686035156,4.036124229431152,2.0668067932128906,3.1761932373046875,37.0,-6.9224443435668945,93.00406646728516,106,0,#ff7f0e
2.1128976345062256,1.7819323539733887,2.20035719871521,2.33651065826416,2.3572890758514404,52.0,27.619632720947266,-51.26526641845703,107,4,#aec7e8
2.8375837802886963,2.39046573638916,2.7031140327453613,2.116264820098877,2.254206418991089,45.0,-13.683449745178223,27.15845489501953,108,0,#ff7f0e
1.8947738409042358,0.8758451342582703,1.5695091485977173,2.997408151626587,2.458967447280884,3.0,35.881160736083984,-56.68973159790039,109,4,#aec7e8
2.9183216094970703,2.81986403465271,2.2479729652404785,2.292518138885498,2.217491865158081,31.0,47.65719223022461,16.928234100341797,110,3,#1f77b4
4.44719934463501,2.648813247680664,3.032625436782837,3.4218525886535645,3.3579771518707275,28.0,-22.109539031982422,-68.41378021240234,111,3,#1f77b4
3.5355005264282227,2.607235908508301,2.6283857822418213,2.075147867202759,3.137842893600464,9.0,10.648245811462402,-9.02787971496582,112,0,#ff7f0e
2.267730474472046,1.7991862297058105,1.9634630680084229,2.114034652709961,2.226942539215088,66.0,13.951166152954102,-47.070125579833984,113,4,#aec7e8
2.7252728939056396,2.234269142150879,1.415562629699707,2.2200300693511963,1.8226972818374634,33.0,4.271413326263428,-18.4056453704834,114,3,#1f77b4
5.2108154296875,4.127060890197754,1.7386970520019531,4.228428840637207,2.3368911743164062,2.0,22.8448543548584,-77.57600402832031,115,3,#1f77b4
1.3007487058639526,2.4253036975860596,3.0251216888427734,2.322803497314453,3.188559055328369,25.0,17.282373428344727,-12.16209602355957,116,4,#aec7e8
3.995182514190674,2.9096922874450684,1.895377278327942,2.7421233654022217,3.1447439193725586,43.0,40.45663833618164,3.5103609561920166,117,3,#1f77b4
2.535630702972412,3.019477605819702,4.350644588470459,2.957599639892578,2.664327383041382,12.0,20.26185417175293,33.62856674194336,118,0,#ff7f0e
4.025081157684326,2.1603269577026367,2.9171130657196045,2.1842639446258545,1.939557433128357,12.0,-30.527769088745117,13.982463836669922,119,2,#ffbb78
4.536657810211182,1.9501694440841675,3.105820894241333,2.010737657546997,1.7772780656814575,3.0,43.360504150390625,-37.6707649230957,120,2,#ffbb78
2.1596920490264893,2.03658390045166,3.143458604812622,2.684114694595337,3.5515220165252686,15.0,27.64640235900879,-48.74561309814453,121,4,#aec7e8
4.131107807159424,3.3567299842834473,2.364475965499878,2.6762349605560303,2.3349061012268066,40.0,-42.563133239746094,-43.59782409667969,122,3,#1f77b4
2.3311679363250732,2.232755184173584,1.9776606559753418,2.2959723472595215,2.4391355514526367,106.0,2.0385706424713135,-37.89958572387695,123,3,#1f77b4
2.1232290267944336,1.870500087738037,2.620190143585205,2.545344114303589,2.244410514831543,12.0,-3.9285223484039307,1.8025633096694946,124,4,#aec7e8
3.915480613708496,5.180962562561035,3.6063668727874756,2.2301554679870605,2.189946174621582,9.0,-24.536788940429688,25.41897964477539,125,1,#2ca02c
1.1349774599075317,2.5913424491882324,3.1566531658172607,3.3774285316467285,2.984677314758301,13.0,-14.067488670349121,-49.393882751464844,126,4,#aec7e8
3.6641316413879395,2.4802889823913574,2.515960693359375,2.0739481449127197,2.581998109817505,5.0,-8.4794282913208,13.11976432800293,127,2,#ffbb78
3.5526375770568848,2.628650188446045,2.5061280727386475,2.6495652198791504,3.137543201446533,5.0,-15.72179889678955,1.083742618560791,128,3,#1f77b4
3.967282295227051,4.71439790725708,2.453669548034668,2.16538143157959,2.0736804008483887,26.0,57.34156036376953,17.416807174682617,129,1,#2ca02c
-0.31719666719436646,1.7332464456558228,1.6537230014801025,2.174382209777832,2.0341575145721436,1.0,16.43824005126953,-22.652599334716797,130,4,#aec7e8
2.023815155029297,1.8219356536865234,2.4066553115844727,2.5395102500915527,4.0196213722229,20.0,-34.243778228759766,-9.131814956665039,131,4,#aec7e8
3.4963390827178955,3.5636892318725586,3.5466206073760986,2.5657124519348145,3.0320022106170654,18.0,-12.237037658691406,28.917484283447266,132,1,#2ca02c
3.862337350845337,2.4329938888549805,4.0995259284973145,3.233579158782959,3.2385499477386475,22.0,-9.209549903869629,42.08822250366211,133,0,#ff7f0e
2.4065425395965576,2.841330051422119,3.1235318183898926,2.8565165996551514,2.6869757175445557,14.0,-9.929245948791504,-49.809471130371094,134,4,#aec7e8
3.6377053260803223,4.035539627075195,2.3949384689331055,3.158029556274414,4.43436336517334,35.0,-12.209193229675293,-96.00013732910156,135,3,#1f77b4
0.3699043393135071,1.9777798652648926,1.3009693622589111,1.3466743230819702,1.9165135622024536,2.0,-13.21505355834961,-40.37283706665039,136,1,#2ca02c
1.9795775413513184,1.5111838579177856,3.295750379562378,2.2762515544891357,1.2318048477172852,27.0,11.382637977600098,0.8717129826545715,137,0,#ff7f0e
4.217761039733887,3.2928905487060547,2.39894700050354,2.811979055404663,4.522505760192871,27.0,-15.053825378417969,-95.77859497070312,138,3,#1f77b4
1.253458023071289,1.5023590326309204,2.085578441619873,1.997179388999939,1.6553465127944946,16.0,4.018601894378662,-43.10407257080078,139,4,#aec7e8
3.174211025238037,2.4507908821105957,3.7476367950439453,2.8433611392974854,2.9475414752960205,40.0,40.87404251098633,27.630096435546875,140,0,#ff7f0e
2.6650192737579346,4.514634132385254,3.089580535888672,2.6627018451690674,2.7506189346313477,11.0,-38.993839263916016,-2.426664113998413,141,1,#2ca02c
2.76119327545166,2.6661808490753174,3.152949094772339,2.5188052654266357,2.9726288318634033,42.0,28.69622230529785,29.7025146484375,142,0,#ff7f0e
2.705418586730957,2.251678228378296,3.6001079082489014,2.381319761276245,2.6212174892425537,9.0,-30.989057540893555,5.976771831512451,143,0,#ff7f0e
3.898737907409668,2.8599693775177,2.469691753387451,2.578801393508911,2.1309635639190674,42.0,-39.141292572021484,12.056816101074219,144,3,#1f77b4
2.769073009490967,2.5369668006896973,2.5957348346710205,2.4454596042633057,2.655588150024414,37.0,19.492984771728516,-44.571876525878906,145,3,#1f77b4
4.2533440589904785,3.191951036453247,2.1794776916503906,2.532062530517578,2.278320550918579,10.0,-61.294830322265625,20.426952362060547,146,3,#1f77b4
4.145199298858643,3.0269737243652344,2.424487352371216,2.4380760192871094,2.2181930541992188,7.0,-2.9419620037078857,18.5205135345459,147,3,#1f77b4
3.96590256690979,3.1599512100219727,4.378467559814453,3.0690813064575195,4.559627056121826,3.0,27.390817642211914,-28.858476638793945,148,0,#ff7f0e
3.3896446228027344,2.668184757232666,2.848778486251831,2.855193853378296,2.985743761062622,94.0,32.510948181152344,-17.167043685913086,149,3,#1f77b4
4.08305025100708,2.640038013458252,3.584167003631592,2.0545473098754883,2.2890419960021973,13.0,-50.89621353149414,20.200551986694336,150,2,#ffbb78
3.740593910217285,2.0721435546875,2.219141960144043,2.5858399868011475,2.4463307857513428,30.0,-23.055736541748047,-63.56142807006836,151,2,#ffbb78
2.571553945541382,4.229621410369873,2.4662113189697266,2.8891196250915527,3.361299753189087,28.0,-31.884197235107422,2.0157065391540527,152,1,#2ca02c
3.6909756660461426,1.7198721170425415,3.170072078704834,3.4557693004608154,3.1972780227661133,20.0,-4.029003620147705,25.385318756103516,153,4,#aec7e8
1.8587217330932617,1.224074125289917,1.5588006973266602,3.0071206092834473,2.392693042755127,19.0,38.126773834228516,-55.59508514404297,154,4,#aec7e8
2.499335527420044,1.902100920677185,2.183958053588867,2.2644693851470947,1.8637384176254272,51.0,2.778742790222168,-28.8557071685791,155,3,#1f77b4
2.3595285415649414,2.1286818981170654,3.141314744949341,2.8369193077087402,3.8418984413146973,29.0,47.0595703125,-42.884883880615234,156,4,#aec7e8
1.5233222246170044,1.3284530639648438,2.810680866241455,2.570573091506958,1.868003487586975,31.0,-14.289308547973633,-21.11195945739746,157,4,#aec7e8
2.058814287185669,3.7716526985168457,2.9786453247070312,2.1154589653015137,1.9111859798431396,5.0,-30.15372085571289,-5.400619029998779,158,1,#2ca02c
2.897770881652832,2.2112011909484863,4.335086345672607,3.350738525390625,4.455248832702637,4.0,25.947040557861328,-12.364215850830078,159,4,#aec7e8
2.3004932403564453,2.156846523284912,2.466076612472534,2.2646121978759766,2.2666633129119873,148.0,-17.301725387573242,-9.595266342163086,160,0,#ff7f0e
3.831148862838745,4.777879238128662,2.3612723350524902,3.625931978225708,4.267879486083984,8.0,-6.965317249298096,-100.20726013183594,161,3,#1f77b4
2.7193877696990967,1.8528152704238892,1.8256216049194336,2.5892860889434814,2.0746963024139404,10.0,-34.195499420166016,13.762388229370117,162,3,#1f77b4
3.3842549324035645,2.8213446140289307,1.6750670671463013,2.185796022415161,2.335953712463379,18.0,-17.958770751953125,0.8292716145515442,163,3,#1f77b4
3.878147840499878,2.3535938262939453,3.2422034740448,3.402696371078491,2.728116035461426,8.0,-1.327778697013855,25.63809585571289,164,3,#1f77b4
2.5462145805358887,2.260840892791748,1.9860936403274536,1.8883750438690186,3.5174319744110107,34.0,-70.41434478759766,-29.543493270874023,165,4,#aec7e8
1.6055219173431396,1.706292748451233,1.8956900835037231,2.332085371017456,2.2495555877685547,91.0,21.175628662109375,-56.99132537841797,166,4,#aec7e8
2.281447649002075,2.1624672412872314,2.39863920211792,2.599480628967285,3.1546921730041504,17.0,52.450439453125,-45.764678955078125,167,4,#aec7e8
2.5794742107391357,2.0776612758636475,3.12553334236145,3.0353634357452393,2.6259284019470215,24.0,56.47197341918945,-31.275339126586914,168,4,#aec7e8
3.6112136840820312,2.3135597705841064,2.963719129562378,3.1940155029296875,3.2325057983398438,19.0,5.561506271362305,11.816333770751953,169,4,#aec7e8
2.3722352981567383,2.6075439453125,2.0680859088897705,2.597853183746338,2.7257003784179688,5.0,-37.01736831665039,3.815758228302002,170,3,#1f77b4
2.7325239181518555,2.1737565994262695,3.0174994468688965,2.206425189971924,1.8643587827682495,47.0,-17.4667911529541,-4.502430438995361,171,0,#ff7f0e
2.8693668842315674,2.9175822734832764,2.5466930866241455,3.1924872398376465,2.578911781311035,10.0,-2.4434945583343506,-49.97066116333008,172,3,#1f77b4
3.540832042694092,2.6466329097747803,2.5016696453094482,2.5201234817504883,2.2736032009124756,37.0,-42.23060607910156,17.837862014770508,173,3,#1f77b4
2.9781711101531982,2.420942544937134,2.884089946746826,2.203036308288574,2.419382095336914,54.0,-52.42038345336914,-15.87092399597168,174,0,#ff7f0e
4.191103458404541,3.6409506797790527,2.199842691421509,1.9819660186767578,2.123556613922119,47.0,-67.77165222167969,47.45534133911133,175,1,#2ca02c
3.003485679626465,2.1456098556518555,2.055677890777588,2.841862440109253,1.3851500749588013,23.0,-5.4182820320129395,-5.908015251159668,176,3,#1f77b4
2.428642749786377,3.4739022254943848,1.9566415548324585,2.3773226737976074,1.9172871112823486,5.0,5.063986301422119,-30.02203369140625,177,1,#2ca02c
2.9812159538269043,2.540074586868286,3.6476058959960938,2.9524450302124023,3.211303234100342,141.0,11.882641792297363,82.55089569091797,178,4,#aec7e8
0.28336140513420105,2.7229034900665283,2.6583919525146484,2.5096001625061035,2.265364170074463,19.0,-36.7037353515625,-33.39756393432617,179,4,#aec7e8
2.8927931785583496,2.3236565589904785,3.443942070007324,2.5324554443359375,2.1122145652770996,71.0,15.5095853805542,14.25703239440918,180,0,#ff7f0e
3.469419240951538,2.280000925064087,3.5539910793304443,2.963423013687134,2.5325071811676025,11.0,-4.529184341430664,42.75632095336914,181,0,#ff7f0e
