T51,T106,T107,T227,T108,SHARE
-0.015205316245555878,0.09725337475538254,-0.07938846945762634,-3.465073585510254,0.1745917648077011,2.562253713607788
-0.7019404172897339,-1.7597641944885254,-1.5457494258880615,0.3948694169521332,0.144886314868927,-6.325839996337891
2.4482271671295166,0.8932369351387024,-2.1203832626342773,0.6902693510055542,-1.9301066398620605,5.328319072723389
-4.741180896759033,-0.05397540330886841,-0.6893773078918457,-0.5369423031806946,-0.9632561206817627,9.655163764953613
-0.5289379358291626,-0.21656587719917297,-2.3999006748199463,-1.8493503332138062,1.4998180866241455,-3.7486586570739746
-0.44447147846221924,2.112983226776123,-0.4231763184070587,-0.2469402551651001,-1.6927040815353394,0.9391821622848511
0.5133209228515625,0.1154419481754303,-0.13958050310611725,0.05182620510458946,-0.08412163704633713,-2.864436626434326
2.4108469486236572,0.10619086772203445,-3.140202760696411,2.2177555561065674,-0.9427279233932495,1.6315150260925293
-1.2577451467514038,-1.037577748298645,-0.884840190410614,2.5385613441467285,-0.04465119168162346,3.0594916343688965
-2.7506556510925293,-1.395682454109192,-1.645580768585205,-2.4991354942321777,-0.45550647377967834,-4.635362148284912
5.605472564697266,0.08955778181552887,0.2600941061973572,3.529615879058838,-0.029278414323925972,-13.498710632324219
1.7715650796890259,-1.7129802703857422,-3.6527316570281982,1.8514204025268555,1.6044420003890991,-4.741021633148193
1.1363400220870972,-0.02505914866924286,-4.664636135101318,-2.212524175643921,-0.1092698872089386,-4.0401225090026855
-1.007187843322754,-0.07375739514827728,-1.2185559272766113,-1.0418404340744019,-0.5327171683311462,-5.809403419494629
-0.38805249333381653,0.9093555212020874,-0.8114857077598572,-4.286299228668213,-1.6940830945968628,-5.164975166320801
1.8086868524551392,1.8636903762817383,1.8459868431091309,0.2772335708141327,2.3926563262939453,-9.927936553955078
3.0169429779052734,0.7445256114006042,1.7715880870819092,-2.333261013031006,1.5755869150161743,-6.0474724769592285
-4.256431579589844,-0.24996301531791687,9.594348907470703,-0.10986989736557007,-0.7665520310401917,-3.7905750274658203
-2.65881609916687,-0.485721230506897,2.065854072570801,-1.5078046321868896,1.4325299263000488,-4.194588661193848
-2.075626850128174,-2.949834108352661,-6.447731971740723,-3.782310962677002,-2.282680034637451,8.529770851135254
1.1341134309768677,-0.5536104440689087,-1.3126871585845947,-2.0292117595672607,1.4949878454208374,-6.422605037689209
-6.316639423370361,0.020541591569781303,-3.997544050216675,3.834801435470581,-0.36315789818763733,15.916768074035645
1.186864972114563,0.9300721287727356,-0.21663901209831238,-0.016871578991413116,0.16023829579353333,-2.6086642742156982
-3.0150249004364014,-1.0339957475662231,-3.134643316268921,0.04755675047636032,-0.15336519479751587,1.0741819143295288
0.8660805821418762,0.0850067064166069,3.2927234172821045,0.33127179741859436,-0.04486492648720741,-4.741530418395996
1.4141802787780762,0.7266501188278198,1.5876480340957642,-1.3646665811538696,-1.873123288154602,-5.156974792480469
-0.10672939568758011,-1.9642599821090698,1.6460607051849365,2.163778781890869,-0.3072742521762848,-5.242367744445801
-1.1773979663848877,0.05369134247303009,1.7628751993179321,-6.122385501861572,-2.1764984130859375,1.751813530921936
-2.8891592025756836,0.1386386752128601,1.6799641847610474,-0.19051165878772736,-0.18370084464550018,0.6637535691261292
-0.14446039497852325,-1.0164995193481445,-1.7576346397399902,-2.4978199005126953,1.0964418649673462,-4.106974124908447
1.3428362607955933,0.8385830521583557,-0.8379778861999512,2.873272657394409,0.16496549546718597,1.0556243658065796
-2.687218427658081,1.3457738161087036,0.875088632106781,-1.6085567474365234,0.05432144179940224,-0.33787813782691956
-2.9672136306762695,-1.4976747035980225,0.16319675743579865,0.906954288482666,0.5070260763168335,-2.591405153274536
-0.6951673030853271,-0.7092734575271606,0.3792959153652191,0.6493431925773621,-1.898314356803894,-4.175811290740967
-5.038897514343262,1.2140860557556152,3.238008975982666,3.3979148864746094,0.3832889795303345,1.267694354057312
1.4602032899856567,-0.1589832901954651,0.18253575265407562,0.12967023253440857,-0.2520730793476105,-2.5421605110168457
-0.5530266165733337,-1.340863585472107,-0.3619009852409363,-4.497931957244873,-2.563422441482544,1.0284770727157593
-0.9102182388305664,-0.11877285689115524,-5.0170111656188965,-2.0162131786346436,-0.6615822315216064,1.9072418212890625
2.887073040008545,-0.17252349853515625,-1.010603427886963,-0.8002867102622986,0.6185622811317444,-4.148410320281982
-0.8936363458633423,-0.6648037433624268,-1.254189133644104,1.3510792255401611,0.9677074551582336,0.02081533521413803
2.2330174446105957,-0.5247399806976318,-2.226508855819702,4.581204891204834,-1.4937528371810913,-5.375027656555176
-1.48794424533844,-0.1547544002532959,0.33254769444465637,-2.8044915199279785,-1.2483444213867188,-1.9066790342330933
