2361_conf2	112.175	262350	127.925	91.6558	0	91.6558	4	0.6174	0.8171	0.7165
2361_conf2	112.175	2361	112.175	90.1259	0	90.1259	4	0.6715	0.8034	0.8034
2361_conf2	112.175	1057366	255.85	70.7652	0	70.7652	4	0.2381	0.6308	0.2766
2361_conf2	112.175	1332919	224.35	51.6465	0	51.6465	3	0.1813	0.4604	0.2302
2361_conf2	112.175	1344120	224.35	77.6579	0	77.6579	4	0.3	0.6923	0.3461
2361_conf2	112.175	300073	143.674	62.1036	0	62.1036	3	0.3205	0.5536	0.4323
2361_conf2	112.175	341385	127.925	56.6076	0	56.6076	3	0.3085	0.5046	0.4425
2361_conf2	112.175	88308	154.817	52.349	0	52.349	3	0.2439	0.4667	0.3381
2361_conf2	112.175	350714	127.925	78.6735	0	78.6735	3	0.4874	0.7013	0.615
2361_conf2	112.175	625220	139.067	62.3421	0	62.3421	3	0.33	0.5558	0.4483
2361_conf2	112.175	398455	143.674	64.5056	0	64.5056	3	0.3371	0.575	0.449
2361_conf2	112.175	398496	143.674	55.6126	0	55.6126	3	0.2777	0.4958	0.3871
2361_conf2	112.175	398497	197.458	58.3962	0	58.3962	3	0.2324	0.5206	0.2957
2361_conf2	112.175	686688	170.566	67.6087	0	67.6087	3	0.3143	0.6027	0.3964
2361_conf2	112.175	686751	143.674	68.1872	0	68.1872	3	0.3634	0.6079	0.4746
2361_conf2	112.175	1749378	127.925	63.6007	0	63.6007	3	0.3603	0.567	0.4972
2361_conf2	112.175	180054	154.817	52.2111	0	52.2111	3	0.2431	0.4654	0.3372
2361_conf2	112.175	180149	154.817	52.1222	0	52.1222	3	0.2426	0.4647	0.3367
2361_conf2	112.175	2071070	116.782	32.6889	0	32.6889	2	0.1666	0.2914	0.2799
2361_conf2	112.175	248542	116.782	69.3923	0	69.3923	3	0.4349	0.6186	0.5942
2361_conf2	112.175	514141	255.85	67.8327	0	67.8327	3	0.226	0.6047	0.2651
2361_conf2	112.175	514142	255.85	67.5365	0	67.5365	3	0.2248	0.6021	0.264
2361_conf2	112.175	2091423	224.35	68.4042	0	68.4042	3	0.2551	0.6098	0.3049
2361_conf2	112.175	262350	127.925	83.3382	0	83.3382	5	0.5316	0.7429	0.6515
2361_conf2	112.175	2361	112.175	112.175	0	112.175	5	1	1	1
2361_conf2	112.175	1057366	255.85	77.295	0	77.295	3	0.2659	0.6891	0.3021
2361_conf2	112.175	1332919	197.458	42.9172	0	42.9172	3	0.1609	0.3826	0.2173
2361_conf2	112.175	1344120	224.35	77.632	0	77.632	3	0.2999	0.6921	0.346
2361_conf2	112.175	300073	143.674	61.9319	0	61.9319	3	0.3194	0.5521	0.4311
2361_conf2	112.175	341385	127.925	62.2832	0	62.2832	3	0.3503	0.5552	0.4869
2361_conf2	112.175	88308	154.817	54.2688	0	54.2688	3	0.2551	0.4838	0.3505
