2361_conf3	112.175	262350	127.925	90.154	0	90.154	4	0.6012	0.8037	0.7047
2361_conf3	112.175	2361	112.175	89.8507	0	89.8507	4	0.668	0.801	0.801
2361_conf3	112.175	1057366	255.85	71.0926	0	71.0926	4	0.2394	0.6338	0.2779
2361_conf3	112.175	1332919	224.35	64.3698	0	64.3698	3	0.2365	0.5738	0.2869
2361_conf3	112.175	1344120	224.35	92.2962	0	92.2962	4	0.3779	0.8228	0.4114
2361_conf3	112.175	300073	143.674	65.1815	0	65.1815	3	0.3419	0.5811	0.4537
2361_conf3	112.175	341385	127.925	56.3115	0	56.3115	3	0.3064	0.502	0.4402
2361_conf3	112.175	88308	154.817	56.9048	0	56.9048	3	0.2709	0.5073	0.3676
2361_conf3	112.175	350714	127.925	88.5128	0	88.5128	4	0.5839	0.7891	0.6919
2361_conf3	112.175	625220	139.067	66.0385	0	66.0385	3	0.3566	0.5887	0.4749
2361_conf3	112.175	398455	143.674	53.7396	0	53.7396	2	0.2659	0.4791	0.374
2361_conf3	112.175	398496	143.674	62.4491	0	62.4491	3	0.3229	0.5567	0.4347
2361_conf3	112.175	398497	197.458	68.0938	0	68.0938	3	0.2819	0.607	0.3449
2361_conf3	112.175	686688	170.566	67.812	0	67.812	3	0.3155	0.6045	0.3976
2361_conf3	112.175	686751	143.674	63.2458	0	63.2458	3	0.3284	0.5638	0.4402
2361_conf3	112.175	1749378	127.925	54.4294	0	54.4294	3	0.2932	0.4852	0.4255
2361_conf3	112.175	180054	154.817	65.9225	0	65.9225	3	0.3279	0.5877	0.4258
2361_conf3	112.175	180149	154.817	65.8406	0	65.8406	3	0.3273	0.5869	0.4253
2361_conf3	112.175	2071070	116.782	51.7747	0	51.7747	3	0.2922	0.4616	0.4433
2361_conf3	112.175	248542	116.782	68.0154	0	68.0154	3	0.4226	0.6063	0.5824
2361_conf3	112.175	514141	255.85	75.6649	0	75.6649	4	0.2588	0.6745	0.2957
2361_conf3	112.175	514142	255.85	67.5746	0	67.5746	3	0.2249	0.6024	0.2641
2361_conf3	112.175	2091423	224.35	68.4397	0	68.4397	3	0.2553	0.6101	0.3051
2361_conf3	112.175	262350	127.925	83.5134	0	83.5134	4	0.5333	0.7445	0.6528
2361_conf3	112.175	2361	112.175	82.7734	0	82.7734	4	0.5847	0.7379	0.7379
2361_conf3	112.175	1057366	255.85	75.1169	0	75.1169	4	0.2565	0.6696	0.2936
2361_conf3	112.175	1332919	197.458	62.6988	0	62.6988	3	0.2539	0.5589	0.3175
2361_conf3	112.175	1344120	224.35	75.6668	0	75.6668	3	0.2901	0.6745	0.3373
2361_conf3	112.175	300073	143.674	65.03	0	65.03	3	0.3408	0.5797	0.4526
2361_conf3	112.175	341385	127.925	62.6844	0	62.6844	3	0.3533	0.5588	0.49
2361_conf3	112.175	88308	154.817	48.5882	0	48.5882	3	0.2225	0.4331	0.3138
2361_conf3	112.175	350714	154.817	69.0251	0	69.0251	3	0.3487	0.6153	0.4459
2361_conf3	112.175	625220	139.067	79.0011	0	79.0011	3	0.4587	0.7043	0.5681
2361_conf3	112.175	398455	143.674	65.1118	0	65.1118	3	0.3414	0.5804	0.4532
2361_conf3	112.175	398496	143.674	65.4201	0	65.4201	3	0.3435	0.5832	0.4553
2361_conf3	112.175	398497	197.458	66.5425	0	66.5425	3	0.2737	0.5932	0.337
2361_conf3	112.175	686688	170.566	87.0619	0	87.0619	4	0.4449	0.7761	0.5104
2361_conf3	112.175	686751	143.674	68.1129	0	68.1129	3	0.3628	0.6072	0.4741
2361_conf3	112.175	1749378	127.925	54.1244	0	54.1244	3	0.291	0.4825	0.4231
2361_conf3	112.175	180054	154.817	66.5749	0	66.5749	3	0.3322	0.5935	0.43
2361_conf3	112.175	180149	154.817	64.3953	0	64.3953	3	0.3178	0.5741	0.4159
2361_conf3	112.175	2071070	116.782	50.6229	0	50.6229	3	0.2839	0.4513	0.4335
2361_conf3	112.175	248542	116.782	65.2491	0	65.2491	3	0.3986	0.5817	0.5587
2361_conf3	112.175	514141	255.85	77.3392	0	77.3392	4	0.2661	0.6895	0.3023
2361_conf3	112.175	514142	255.85	68.1891	0	68.1891	3	0.2274	0.6079	0.2665
2361_conf3	112.175	2091423	224.35	76.2185	0	76.2185	3	0.2928	0.6795	0.3397
2361_conf3	112.175	262350	127.925	104.187	0	104.187	5	0.7666	0.9288	0.8144
2361_conf3	112.175	2361	112.175	112.175	0	112.175	5	1	1	1
2361_conf3	112.175	1057366	255.85	75.425	0	75.425	4	0.2578	0.6724	0.2948
2361_conf3	112.175	1332919	197.458	58.6589	0	58.6589	3	0.2337	0.5229	0.2971
2361_conf3	112.175	1344120	224.35	92.8109	0	92.8109	4	0.3808	0.8274	0.4137
2361_conf3	112.175	300073	143.674	65.1315	0	65.1315	3	0.3415	0.5806	0.4533
2361_conf3	112.175	341385	127.925	51.4251	0	51.4251	2	0.2726	0.4584	0.402
2361_conf3	112.175	88308	154.817	53.1455	0	53.1455	3	0.2485	0.4738	0.3433
2361_conf3	112.175	350714	127.925	85.4122	0	85.4122	4	0.5522	0.7614	0.6677
2361_conf3	112.175	625220	139.067	76.4574	0	76.4574	4	0.4374	0.6816	0.5498
2361_conf3	112.175	398455	143.674	53.7186	0	53.7186	2	0.2658	0.4789	0.3739
2361_conf3	112.175	398496	143.674	66.8773	0	66.8773	3	0.3539	0.5962	0.4655
2361_conf3	112.175	398497	197.458	79.9272	0	79.9272	3	0.348	0.7125	0.4048
2361_conf3	112.175	686688	170.566	68.0761	0	68.0761	3	0.3171	0.6069	0.3991
2361_conf3	112.175	686751	143.674	67.8644	0	67.8644	3	0.361	0.605	0.4723
2361_conf3	112.175	1749378	127.925	50.2259	0	50.2259	3	0.2645	0.4477	0.3926
